id,date,time,sht_t,sht_h,pm1,pm25,pm10,pm_ab_03,pm_ab_05,pm_ab_10,pm_ab_25,pm_ab_50,pm_ab_100,2_pm1,2_pm25,2_pm10,2_pm_ab_03,2_pm_ab_05,2_pm_ab_10,2_pm_ab_25,2_pm_ab_50,2_pm_ab_100,co2,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,ERR
06E13A020035,2025-08-05,00:00:00,32.6,65.9,33,50,62,0,0,0,0,0,0,34,49,61,7380,2298,334,20,4,2,0,-3,-24,55,81,54,73,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:00:30,32.6,65.9,33,50,61,0,0,0,0,0,0,35,49,60,6876,2155,353,18,2,2,0,-2,-24,55,90,93,84,-2,-25,55,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:00:45,32.6,65.9,33,49,60,0,0,0,0,0,0,33,48,59,6651,2076,341,17,2,0,0,-2,-25,55,75,69,85,-3,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:01:00,32.6,65.9,32,49,61,0,0,0,0,0,0,34,48,60,6471,2027,301,27,6,0,0,-3,-24,54,75,72,78,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:01:15,32.6,66.0,33,50,62,0,0,0,0,0,0,33,49,60,6951,2209,354,35,2,2,0,-2,-24,54,83,64,58,-3,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:01:30,32.6,66.0,33,50,62,0,0,0,0,0,0,34,50,61,7140,2236,363,23,4,2,0,-3,-24,54,73,78,81,-2,-24,55,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:01:45,32.6,66.0,32,48,59,0,0,0,0,0,0,35,51,62,6750,2110,308,14,2,2,0,-2,-24,55,66,62,67,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:02:00,32.6,66.0,31,47,59,0,0,0,0,0,0,34,48,58,6366,1981,263,10,2,0,0,-2,-24,54,73,66,94,-3,-24,56,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:02:15,32.6,65.9,32,48,60,0,0,0,0,0,0,34,48,58,6855,2133,301,16,4,0,0,-3,-24,56,74,55,68,-3,-25,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:02:30,32.6,66.0,31,47,59,0,0,0,0,0,0,34,49,62,6915,2179,378,45,6,2,0,-3,-25,54,64,79,72,-3,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:02:45,32.6,66.0,33,50,62,0,0,0,0,0,0,34,49,62,6456,2019,282,30,4,2,0,-3,-24,54,75,68,80,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:03:00,32.6,66.0,33,50,62,0,0,0,0,0,0,34,49,62,6492,2060,305,44,8,4,0,-2,-24,54,78,76,63,-2,-24,55,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:03:15,32.6,66.1,33,50,62,0,0,0,0,0,0,35,51,63,6546,2082,368,30,2,0,0,-2,-24,55,71,62,57,-3,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:03:31,32.6,66.1,32,48,60,0,0,0,0,0,0,33,49,61,6735,2110,326,36,2,0,0,-3,-24,54,73,57,76,-2,-25,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:03:45,32.6,66.1,32,48,60,0,0,0,0,0,0,34,50,61,6552,2049,307,22,4,4,0,-2,-25,54,60,57,72,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:04:00,32.6,66.1,31,47,59,0,0,0,0,0,0,34,48,59,6786,2138,296,17,2,0,0,-2,-24,54,69,68,83,-3,-24,55,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:04:15,32.6,66.1,31,47,59,0,0,0,0,0,0,35,48,60,6849,2158,304,10,6,2,0,-3,-24,55,80,70,55,-3,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:04:30,32.6,66.0,33,50,62,0,0,0,0,0,0,35,49,63,7011,2212,342,28,13,8,0,-3,-24,54,77,60,70,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:04:45,32.6,66.0,32,50,62,0,0,0,0,0,0,34,49,63,6639,2056,322,19,8,2,0,-2,-24,54,76,68,66,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:05:00,32.6,66.0,32,48,61,0,0,0,0,0,0,33,48,60,6387,1961,318,24,2,2,0,-2,-24,54,72,64,71,-2,-24,55,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:05:15,32.6,66.0,33,49,60,0,0,0,0,0,0,33,48,59,6399,2020,339,15,2,0,0,-2,-24,55,73,62,63,-3,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:05:30,32.6,66.0,33,50,61,0,0,0,0,0,0,34,49,61,6408,2032,284,14,2,2,0,-3,-24,54,67,64,84,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:05:45,32.6,66.0,32,50,61,0,0,0,0,0,0,34,48,58,6702,2084,275,6,4,2,0,-2,-24,54,70,64,66,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:06:01,32.6,66.0,33,50,61,0,0,0,0,0,0,33,47,57,6699,2108,309,19,0,0,0,-2,-24,54,74,74,80,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:06:15,32.6,66.1,33,50,62,0,0,0,0,0,0,34,49,60,6879,2198,350,23,4,2,0,-2,-24,54,68,52,56,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:06:30,32.6,66.1,32,49,61,0,0,0,0,0,0,34,47,61,6570,2079,251,23,10,4,0,-2,-24,54,73,58,86,-3,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:06:45,32.6,66.1,32,49,61,0,0,0,0,0,0,34,49,61,6636,2072,303,28,4,4,0,-3,-24,54,92,70,92,-3,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:07:00,32.6,66.1,33,50,62,0,0,0,0,0,0,34,49,61,7035,2229,291,13,4,0,0,-3,-24,54,72,70,88,-3,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:07:15,32.6,66.1,33,50,62,0,0,0,0,0,0,35,48,58,6858,2139,307,8,0,0,0,-3,-24,54,68,66,60,-3,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:07:30,32.6,66.1,32,49,62,0,0,0,0,0,0,35,50,62,6753,2120,372,41,8,4,0,-3,-24,54,76,72,72,-3,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:07:45,32.6,66.1,33,49,61,0,0,0,0,0,0,35,50,63,6864,2147,330,37,8,4,0,-3,-24,54,69,54,79,-2,-24,55,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:08:01,32.6,66.1,33,49,61,0,0,0,0,0,0,35,50,64,6912,2168,321,17,10,6,0,-2,-24,55,80,86,81,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:08:15,32.6,66.1,32,48,59,0,0,0,0,0,0,34,48,59,6375,1984,282,16,4,4,0,-2,-24,54,67,62,58,-3,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:08:30,32.6,66.1,33,49,61,0,0,0,0,0,0,34,48,60,6675,2087,354,23,2,0,0,-3,-24,54,79,62,55,-2,-24,55,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:08:45,32.6,66.1,32,49,61,0,0,0,0,0,0,34,48,60,6780,2135,253,18,2,2,0,-2,-24,55,76,53,73,-2,-25,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:09:00,32.6,66.1,33,49,60,0,0,0,0,0,0,34,49,61,7044,2226,319,28,8,2,0,-2,-25,54,68,88,74,-2,-25,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:09:15,32.6,66.2,33,49,60,0,0,0,0,0,0,35,50,62,7101,2196,347,27,4,4,0,-2,-25,54,84,79,66,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:09:30,32.6,66.2,33,49,60,0,0,0,0,0,0,32,48,61,6261,2001,335,41,8,6,0,-2,-24,54,69,73,68,-3,-25,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:09:45,32.5,66.2,33,49,60,0,0,0,0,0,0,34,51,63,6942,2180,314,26,4,2,0,-3,-25,54,71,68,79,-2,-25,53,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:10:00,32.6,66.2,33,50,61,0,0,0,0,0,0,35,50,62,6981,2194,327,12,4,2,0,-2,-25,53,60,75,61,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:10:15,32.6,66.2,32,49,61,0,0,0,0,0,0,34,48,61,6432,2000,309,23,2,2,0,-2,-24,54,87,66,77,-3,-24,53,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:10:30,32.6,66.2,32,48,60,0,0,0,0,0,0,33,47,59,6618,2069,311,24,4,2,0,-3,-24,53,80,66,63,-3,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:10:45,32.5,66.2,32,49,62,0,0,0,0,0,0,34,47,58,6399,2046,295,8,2,0,0,-3,-24,54,70,69,68,-3,-23,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:11:00,32.6,66.2,33,50,62,0,0,0,0,0,0,33,47,56,6510,2063,298,30,2,2,0,-3,-23,54,63,61,72,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:11:15,32.6,66.2,32,49,61,0,0,0,0,0,0,35,50,61,6654,2119,323,14,0,0,0,-2,-24,54,79,60,69,-3,-24,55,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:11:30,32.6,66.2,32,50,61,0,0,0,0,0,0,34,49,61,6645,2097,306,21,8,0,0,-3,-24,55,78,69,68,-3,-25,55,25.039288,121.612939,0,0,0,0,0x00000000
06E13A020035,2025-08-05,00:11:45,32.6,66.2,33,49,60,0,0,0,0,0,0,34,49,61,6705,2119,314,15,4,4,0,-3,-25,55,69,63,77,-2,-24,54,25.039288,121.612939,0,0,0,0,0x00000000
